ItemName,Value
office_desk_plug_consumption,0
livingroom_couch_noise,0.55977
entrance_light1,100
livingroom_couch_plug_consumption,0
livingroom_presence_couch,ON
office_heater_temperature,20.3
global_heaters_temperature,20.2
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,0
office_tv_status,OFF
global_shutters_voltage,238.37
livingroom_table_plug_consumption,0
livingroom_couch_noise,0.322009
livingroom_couch_plug_consumption,0
staircase_switch_right,OFF
label,STOP:Entrance|Entering
label,START:Staircase|Going_up
livingroom_table_luminosity,692.48
livingroom_presence_couch,ON
livingroom_table_luminosity,600.96
livingroom_luminosity,838.4
global_waterheater_power,0
livingroom_presence_couch,OFF
livingroom_luminosity,954.88
bedroom_heater1_temperature,19.7
kitchen_luminosity,238.88
livingroom_table_noise,0.244964
livingroom_table_luminosity,886.4
livingroom_couch_noise,0.251825
livingroom_table_luminosity,898.56
livingroom_tv_status,OFF
livingroom_table_luminosity,662.4
global_power_factor,1.49853492
office_desk_plug_consumption,0
kitchen_luminosity,398.72
kitchen_luminosity,348.8
global_gas_total,200532
office_luminosity,244
livingroom_luminosity,792.96
office_luminosity,193.92
kitchen_presence,OFF
office_tv_plug_consumption,0
livingroom_table_luminosity,797.44
livingroom_table_luminosity,838.4
livingroom_table_luminosity,826.88
kitchen_washingmachine_total_energy,3942
livingroom_presence_couch,OFF
livingroom_table_noise,0.56408
livingroom_couch_noise,0.648769
staircase_switch_left,OFF
kitchen_cooktop_partial_energy,22545
kitchen_cooktop_current,0
livingroom_couch_plug_consumption,0
global_frequency,50.0157661
global_waterheater_total_energy,180893
walkway_noise,0.300622
kitchen_washingmachine_current,0
kitchen_luminosity,254.88
livingroom_couch_noise,0.130271
livingroom_table_plug_consumption,0
kitchen_luminosity,297.92
office_luminosity,256.96
livingroom_table_luminosity,747.52
livingroom_table_luminosity,909.44
office_desk_plug_consumption,0
livingroom_table_luminosity,704.64
livingroom_table_luminosity,586.88
global_current,4.389853
livingroom_table_luminosity,930.56
global_shutters_current,0
walkway_noise,0.154326
livingroom_table_luminosity,731.52
global_active_power,0.241388455
livingroom_luminosity,940.8
global_frequency,50.016037
walkway_noise,0.448637
global_voltage,239.89563
livingroom_table_noise,0.204508
livingroom_table_noise,0.375358
walkway_noise,0.238553
livingroom_couch_plug_consumption,0
global_frequency,50.0136833
global_gas_total,200532
livingroom_table_luminosity,633.92
livingroom_table_plug_consumption,0
global_active_power,0.224836886
livingroom_luminosity,806.4
kitchen_luminosity,374.72
livingroom_table_noise,1.07252
livingroom_table_luminosity,573.76
livingroom_tv_plug_consumption,1
kitchen_luminosity,409.92
livingroom_luminosity,880.64
walkway_noise,0.496176
livingroom_table_luminosity,618.88
office_tv_plug_consumption,0
office_luminosity,182.88
global_power_factor,1.525401
livingroom_couch_noise,0.613881
office_tv_plug_consumption,0
livingroom_table_luminosity,679.68
livingroom_table_luminosity,850.56
livingroom_luminosity,865.92
livingroom_tv_plug_consumption,0
office_desk_plug_consumption,0
livingroom_presence_table,OFF
kitchen_luminosity,360
kitchen_dishwasher_current,0
office_luminosity,206.88
livingroom_couch_plug_consumption,0
global_shutters_voltage,239.44
kitchen_presence,ON
kitchen_cooktop_total_energy,22545
global_current,1.97435069
livingroom_luminosity,779.52
global_lighting_power,45
kitchen_luminosity,268.96
livingroom_table_plug_consumption,0
livingroom_table_noise,0.84651
livingroom_table_luminosity,947.84
livingroom_couch_noise,0.277575
livingroom_table_plug_consumption,0
livingroom_presence_couch,ON
office_desk_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_luminosity,608
office_tv_status,OFF
livingroom_table_luminosity,586.88
kitchen_luminosity,281.92
global_current,2.0307076
kitchen_presence,OFF
walkway_light,100
livingroom_table_luminosity,618.88
walkway_noise,5.09252
office_tv_plug_consumption,0
walkway_noise,0.606221
livingroom_table_luminosity,645.76
livingroom_luminosity,910.72
livingroom_table_luminosity,874.88
livingroom_tv_plug_consumption,1
livingroom_couch_plug_consumption,0
walkway_noise,1.09353
office_luminosity,280.96
livingroom_table_luminosity,717.44
livingroom_luminosity,778.88
livingroom_table_plug_consumption,0
kitchen_cooktop_power,0
livingroom_table_luminosity,774.4
kitchen_luminosity,309.92
office_luminosity,232
global_waterheater_partial_energy,180402
livingroom_couch_noise,0.121669
kitchen_luminosity,324
livingroom_luminosity,795.52
kitchen_washingmachine_partial_energy,3942
livingroom_couch_plug_consumption,0
livingroom_luminosity,826.88
office_desk_plug_consumption,0
global_active_energy,2979.083
global_active_energy,2979.083
livingroom_table_luminosity,786.56
kitchen_luminosity,386.88
office_luminosity,220.96
global_gas_total,200532
livingroom_tv_plug_consumption,0
livingroom_table_luminosity,762.88
global_active_energy,2979.083
kitchen_luminosity,337.92
office_luminosity,269.92
livingroom_table_noise,0.558604
global_voltage,239.739746
staircase_switch_left,ON
livingroom_luminosity,965.76
livingroom_luminosity,768
livingroom_table_luminosity,864
livingroom_presence_table,ON
office_tv_plug_consumption,0
livingroom_luminosity,851.84
global_voltage,239.974915
livingroom_luminosity,894.72
livingroom_table_luminosity,816
office_luminosity,292.96
global_power_factor,1.09821391
livingroom_luminosity,926.72
livingroom_tv_plug_consumption,0
livingroom_couch_noise,0.187713
global_active_power,0.949353635
label,STOP:Staircase|Going_up
label,START:Office|Computing
office_tv_plug_consumption,0
office_desk_plug_consumption,18
livingroom_tv_plug_consumption,0
global_shutters_power,0
livingroom_table_plug_consumption,0
livingroom_tv_plug_consumption,0
bedroom_heater2_effective_setpoint,21
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
global_shutters_current,0
kitchen_humidity,35
bathroom_heater_command,0
office_desk_plug_consumption,14
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
global_lighting_partial_energy,236825
livingroom_table_plug_consumption,0
kitchen_dishwasher_power,0
office_tv_plug_consumption,0
bathroom_temperature,23.22
office_desk_plug_consumption,12
office_tv_status,OFF
office_desk_plug_consumption,15
livingroom_heater1_command,0
global_lighting_power,44
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
global_heaters_temperature,22.6
livingroom_tv_plug_consumption,1
kitchen_fridge_total_energy,125805
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
kitchen_hood_current,0
office_desk_plug_consumption,16
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
office_presence,OFF
livingroom_table_luminosity,674.56
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
global_waterheater_power,0
bedroom_CO2,578.88
kitchen_dishwasher_total_energy,19349
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_luminosity,132
office_presence,OFF
livingroom_table_plug_consumption,0
livingroom_couch_noise,0.16996
bedroom_heater1_effective_setpoint,21
bedroom_humidity,36
office_presence,ON
kitchen_washingmachine_voltage,236.04
livingroom_tv_plug_consumption,0
office_desk_plug_consumption,19
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
kitchen_fridge_total_energy,125805
kitchen_dishwasher_partial_energy,19349
livingroom_heater2_effective_mode,1
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
bedroom_humidity,36
livingroom_couch_plug_consumption,0
global_lighting_current,0.29
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,1
kitchen_washingmachine_partial_energy,3942
office_presence,OFF
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
office_tv_status,OFF
office_desk_plug_consumption,14
livingroom_heater2_temperature,21.1
bathroom_heater_temperature,21.5
walkway_noise,0.828423
bedroom_heater1_temperature,21.7
livingroom_table_plug_consumption,0
livingroom_table_noise,0.215787
office_presence,OFF
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_luminosity,590.72
kitchen_cooktop_current,0
livingroom_table_plug_consumption,0
bedroom_heater1_command,0
global_waterheater_voltage,238.68
office_luminosity,76
office_tv_plug_consumption,0
livingroom_tv_status,OFF
office_tv_plug_consumption,0
kitchen_cooktop_partial_energy,26757
global_lighting_power,44
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
office_desk_plug_consumption,15
bedroom_heater2_effective_setpoint,21
kitchen_luminosity,138.96
office_desk_plug_consumption,17
kitchen_cooktop_current,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
kitchen_hood_power,0
entrance_heater_effective_setpoint,21
office_desk_plug_consumption,15
bedroom_heater1_effective_mode,1
kitchen_washingmachine_power,0
livingroom_couch_plug_consumption,0
kitchen_cooktop_total_energy,26758
livingroom_luminosity,526.72
office_desk_plug_consumption,18
office_presence,OFF
office_desk_plug_consumption,16
livingroom_heater2_temperature,21.3
livingroom_temperature,22.82
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_heater1_effective_setpoint,21
office_desk_plug_consumption,14
global_lighting_current,0.29
livingroom_table_luminosity,508.8
bedroom_heater1_temperature,20.9
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
bedroom_heater1_effective_setpoint,21
livingroom_table_plug_consumption,0
kitchen_temperature,23.24
kitchen_oven_power,0
global_waterheater_voltage,235.7
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_table_noise,0.144519
livingroom_table_plug_consumption,0
bedroom_heater2_command,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
office_presence,OFF
livingroom_table_plug_consumption,0
office_presence,OFF
bedroom_temperature,23.32
livingroom_couch_plug_consumption,0
office_presence,ON
livingroom_heater2_effective_mode,1
livingroom_table_luminosity,162.96
bedroom_noise,1.70352
office_tv_plug_consumption,0
livingroom_table_noise,1.53927
kitchen_hood_current,0
livingroom_couch_plug_consumption,0
livingroom_luminosity,515.84
livingroom_table_plug_consumption,0
entrance_heater_temperature,22.7
office_desk_plug_consumption,14
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,1
office_presence,ON
kitchen_hood_total_energy,751
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
kitchen_hood_partial_energy,751
office_desk_plug_consumption,41
bathroom_heater_effective_setpoint,21
bedroom_heater2_temperature,21.8
livingroom_tv_plug_consumption,0
office_tv_status,OFF
bathroom_heater_temperature,21.7
livingroom_tv_plug_consumption,0
bedroom_heater1_command,0
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
livingroom_CO2,517.76
livingroom_tv_plug_consumption,0
bedroom_heater2_temperature,21.4
livingroom_table_luminosity,108
kitchen_washingmachine_voltage,238.39
kitchen_cooktop_current,0
bedroom_heater1_temperature,21.5
office_desk_plug_consumption,17
bathroom_heater_effective_mode,1
kitchen_fridge_total_energy,125818
livingroom_luminosity,264
livingroom_couch_plug_consumption,0
office_presence,OFF
office_tv_plug_consumption,0
office_tv_plug_consumption,0
office_desk_plug_consumption,17
kitchen_oven_power,0
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,16
livingroom_table_noise,0.155932
kitchen_washingmachine_current,0
livingroom_heater1_temperature,21.3
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
kitchen_fridge_partial_energy,125688
global_shutters_total_energy,3875
office_desk_plug_consumption,17
bathroom_heater_effective_mode,1
bedroom_heater1_effective_setpoint,21
livingroom_table_noise,0.275964
global_waterheater_current,0
livingroom_table_plug_consumption,0
livingroom_luminosity,912.64
livingroom_tv_plug_consumption,0
office_luminosity,104
livingroom_luminosity,392.96
bathroom_CO2,324
livingroom_luminosity,381.76
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,9
kitchen_oven_total_energy,14225
office_luminosity,300
bedroom_noise,1.25962
livingroom_table_noise,0.533249
entrance_heater_temperature,21.7
office_desk_plug_consumption,17
livingroom_table_noise,0.703447
livingroom_luminosity,638.72
livingroom_table_luminosity,720
bedroom_heater2_command,0
office_presence,ON
global_shutters_total_energy,3875
office_desk_plug_consumption,30
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
kitchen_hood_current,0
office_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
kitchen_oven_current,0
livingroom_tv_plug_consumption,0
bedroom_temperature,23.26
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
livingroom_tv_status,OFF
office_desk_plug_consumption,23
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
kitchen_dishwasher_current,0
livingroom_couch_plug_consumption,0
livingroom_heater2_temperature,21.5
office_presence,ON
office_luminosity,253.92
office_presence,ON
kitchen_hood_total_energy,751
office_desk_plug_consumption,16
global_lighting_partial_energy,236887
office_desk_plug_consumption,23
bathroom_CO2,313.92
global_waterheater_voltage,238.61
office_desk_plug_consumption,17
office_presence,OFF
livingroom_heater1_effective_mode,1
kitchen_cooktop_voltage,237.18
kitchen_cooktop_total_energy,26758
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
kitchen_CO2,176
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,17
entrance_heater_command,0
livingroom_table_luminosity,366.72
livingroom_table_luminosity,278.88
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_luminosity,322.88
livingroom_heater2_temperature,22.1
livingroom_table_plug_consumption,0
office_desk_plug_consumption,14
bedroom_heater1_temperature,22.1
livingroom_table_plug_consumption,0
office_tv_status,OFF
office_desk_plug_consumption,17
office_door,CLOSED
office_tv_plug_consumption,0
office_presence,ON
global_shutters_power,0
livingroom_table_noise,0.213326
livingroom_tv_plug_consumption,0
livingroom_heater1_temperature,22.3
kitchen_dishwasher_partial_energy,19349
livingroom_table_plug_consumption,0
bedroom_heater2_temperature,21.4
livingroom_tv_plug_consumption,0
kitchen_oven_voltage,238.95
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
livingroom_couch_plug_consumption,0
office_luminosity,122.96
office_desk_plug_consumption,12
office_luminosity,355.84
livingroom_humidity,38
livingroom_table_noise,0.12022
livingroom_tv_plug_consumption,1
kitchen_fridge_current,0
office_desk_plug_consumption,21
bedroom_heater2_command,0
livingroom_luminosity,816.64
bathroom_temperature,23.24
entrance_heater_effective_mode,1
bedroom_CO2,564.8
livingroom_couch_plug_consumption,0
livingroom_table_noise,0.302704
global_lighting_power,44
livingroom_tv_plug_consumption,0
kitchen_fridge_power,0
livingroom_heater2_temperature,22.3
livingroom_tv_plug_consumption,0
office_presence,ON
global_lighting_partial_energy,236836
kitchen_washingmachine_power,0
livingroom_tv_plug_consumption,1
livingroom_table_noise,0.10239
entrance_heater_temperature,22.1
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
kitchen_dishwasher_partial_energy,19349
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
entrance_heater_effective_mode,1
office_desk_plug_consumption,32
office_tv_plug_consumption,0
office_tv_plug_consumption,0
kitchen_hood_total_energy,751
livingroom_heater2_effective_setpoint,21
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,50
kitchen_dishwasher_partial_energy,19349
livingroom_tv_plug_consumption,1
livingroom_tv_plug_consumption,0
bathroom_temperature,23.28
bathroom_CO2,302.88
bathroom_heater_effective_setpoint,21
kitchen_dishwasher_power,0
office_luminosity,338.88
global_waterheater_voltage,237
global_temperature_ext,7.51
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_temperature,22.94
livingroom_table_plug_consumption,0
livingroom_table_noise,0.538071
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
bathroom_heater_temperature,21.7
livingroom_couch_plug_consumption,0
livingroom_luminosity,776.96
kitchen_oven_voltage,237.36
kitchen_cooktop_partial_energy,26757
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,9
office_desk_plug_consumption,17
bedroom_CO2,574.72
livingroom_couch_plug_consumption,0
livingroom_heater1_temperature,21.1
livingroom_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
global_lighting_power,44
global_temperature_ext,8.02
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
entrance_heater_command,0
office_tv_plug_consumption,0
kitchen_washingmachine_current,0
livingroom_humidity,40
livingroom_table_plug_consumption,0
global_shutters_voltage,238.98
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
kitchen_CO2,190.88
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,11
office_desk_plug_consumption,14
office_presence,OFF
global_pressure_trend_ext,down
office_luminosity,288.96
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
entrance_heater_effective_setpoint,21
office_presence,ON
office_presence,OFF
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
bathroom_heater_command,0
office_heater_effective_mode,1
livingroom_couch_plug_consumption,0
bedroom_heater2_command,0
livingroom_table_plug_consumption,0
kitchen_fridge_total_energy,125805
kitchen_luminosity,172
livingroom_tv_plug_consumption,0
kitchen_fridge_power,537
global_shutters_total_energy,3875
office_tv_plug_consumption,0
office_desk_plug_consumption,35
livingroom_heater1_effective_setpoint,21
office_presence,ON
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
office_tv_status,OFF
office_desk_plug_consumption,14
office_desk_plug_consumption,17
livingroom_table_plug_consumption,0
office_desk_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_tv_status,OFF
office_tv_plug_consumption,0
livingroom_heater1_effective_mode,1
livingroom_luminosity,808.96
office_presence,OFF
office_luminosity,228.96
kitchen_dishwasher_partial_energy,19349
office_tv_plug_consumption,0
kitchen_luminosity,245.92
global_shutters_partial_energy,3875
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,1
livingroom_tv_status,OFF
office_heater_effective_setpoint,21
entrance_heater_command,0
office_presence,OFF
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_couch_noise,0.391758
office_desk_plug_consumption,17
office_tv_plug_consumption,0
office_desk_plug_consumption,14
global_shutters_current,0
office_desk_plug_consumption,14
office_desk_plug_consumption,14
kitchen_dishwasher_power,0
global_waterheater_partial_energy,188645
bedroom_noise,0.66168
kitchen_oven_voltage,237.54
livingroom_tv_plug_consumption,1
livingroom_table_plug_consumption,0
livingroom_couch_noise,0.332679
livingroom_table_luminosity,632
office_tv_plug_consumption,0
office_presence,ON
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,17
livingroom_couch_plug_consumption,0
livingroom_table_noise,0.709319
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_heater2_temperature,22.3
livingroom_table_noise,0.177755
livingroom_humidity,37
kitchen_CO2,188
livingroom_table_noise,0.297973
bedroom_heater2_command,0
livingroom_couch_noise,0.175273
bedroom_heater1_command,0
kitchen_fridge_voltage,238.84
bathroom_heater_command,0
global_shutters_voltage,237.69
livingroom_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
livingroom_tv_plug_consumption,1
livingroom_tv_plug_consumption,1
office_presence,ON
office_presence,OFF
office_tv_plug_consumption,0
office_desk_plug_consumption,16
livingroom_luminosity,493.76
office_tv_plug_consumption,0
office_desk_plug_consumption,16
livingroom_couch_plug_consumption,0
bedroom_heater2_effective_mode,1
kitchen_dishwasher_voltage,236.18
office_desk_plug_consumption,12
bedroom_noise,1.4674
livingroom_tv_plug_consumption,0
global_lighting_current,0.29
office_presence,OFF
office_luminosity,156
livingroom_couch_plug_consumption,0
kitchen_cooktop_power,0
livingroom_couch_plug_consumption,0
kitchen_hood_voltage,236.81
global_waterheater_voltage,238.8
global_shutters_current,0
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_table_luminosity,537.92
kitchen_oven_current,0
kitchen_fridge_voltage,238.79
livingroom_couch_plug_consumption,0
office_heater_command,0
office_presence,OFF
office_desk_plug_consumption,16
office_tv_plug_consumption,0
global_waterheater_current,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_luminosity,616
global_lighting_total_energy,239238
livingroom_table_luminosity,240
office_tv_plug_consumption,0
livingroom_heater1_temperature,21.3
office_desk_plug_consumption,10
office_desk_plug_consumption,15
office_presence,ON
bathroom_CO2,286.88
bedroom_heater1_effective_mode,1
kitchen_cooktop_voltage,240.29
livingroom_table_noise,1.44781
office_desk_plug_consumption,15
livingroom_table_luminosity,289.92
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_couch_noise,0.409507
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,0
bathroom_humidity,40
office_desk_plug_consumption,17
kitchen_hood_total_energy,751
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
office_desk_plug_consumption,22
livingroom_tv_plug_consumption,0
livingroom_table_noise,0.696121
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,8
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
kitchen_fridge_power,0
office_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_temperature,23.04
livingroom_table_plug_consumption,0
office_desk_plug_consumption,12
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
kitchen_dishwasher_power,0
livingroom_tv_plug_consumption,1
office_desk_plug_consumption,13
office_desk_plug_consumption,14
livingroom_table_plug_consumption,0
livingroom_table_luminosity,86
office_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_table_noise,1.38213
kitchen_oven_power,0
livingroom_tv_plug_consumption,0
global_waterheater_power,0
kitchen_washingmachine_total_energy,3942
livingroom_tv_status,OFF
livingroom_tv_plug_consumption,0
kitchen_dishwasher_total_energy,19349
office_desk_plug_consumption,20
office_tv_plug_consumption,0
global_waterheater_power,0
bathroom_heater_command,0
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,16
office_desk_plug_consumption,16
kitchen_fridge_voltage,239.78
livingroom_couch_plug_consumption,0
entrance_heater_command,5
office_tv_plug_consumption,0
office_desk_plug_consumption,17
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,46
kitchen_dishwasher_current,0
livingroom_table_luminosity,816
office_desk_plug_consumption,17
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
bathroom_temperature,23.26
global_shutters_partial_energy,3875
kitchen_washingmachine_partial_energy,3942
office_desk_plug_consumption,14
livingroom_couch_noise,0.114311
livingroom_luminosity,584
global_waterheater_power,89
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,9
livingroom_couch_plug_consumption,0
global_waterheater_partial_energy,188645
office_luminosity,156
livingroom_luminosity,592.96
kitchen_hood_power,0
livingroom_tv_status,OFF
office_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_table_noise,0.158428
kitchen_fridge_total_energy,125805
bathroom_heater_temperature,21.5
kitchen_washingmachine_power,0
livingroom_table_plug_consumption,0
livingroom_heater2_effective_mode,1
livingroom_humidity,40
livingroom_table_plug_consumption,0
livingroom_tv_status,OFF
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,16
office_desk_plug_consumption,13
livingroom_table_noise,0.278167
office_desk_plug_consumption,17
bedroom_heater1_command,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
bedroom_heater1_command,0
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_tv_status,OFF
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
kitchen_washingmachine_partial_energy,3942
kitchen_oven_partial_energy,14211
office_tv_plug_consumption,0
kitchen_washingmachine_current,0
livingroom_couch_plug_consumption,0
global_lighting_voltage,237.47
bathroom_heater_effective_mode,1
livingroom_heater1_command,0
livingroom_temperature,22.92
kitchen_luminosity,216
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_status,OFF
kitchen_humidity,37
livingroom_heater1_temperature,21.5
livingroom_table_plug_consumption,0
livingroom_CO2,518.72
livingroom_luminosity,448
global_waterheater_current,0
office_desk_plug_consumption,32
livingroom_tv_plug_consumption,0
kitchen_cooktop_current,0
livingroom_couch_plug_consumption,0
livingroom_luminosity,673.92
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_luminosity,737.92
livingroom_tv_plug_consumption,1
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
global_shutters_partial_energy,3875
office_tv_plug_consumption,0
livingroom_table_noise,1.55413
livingroom_tv_status,OFF
