ItemName,Value
livingroom_luminosity,28
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
global_lighting_power,67
office_desk_plug_consumption,0
livingroom_table_noise,0.190359
livingroom_table_luminosity,86.96
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
livingroom_shutter3,0
kitchen_humidity,33
livingroom_luminosity,78
livingroom_table_noise,0.382181
label,STOP:Entrance|Entering
label,START:Staircase|Going_up
kitchen_hood_partial_energy,468
global_power_factor,1.35369897
global_active_power,0.193359628
livingroom_table_plug_consumption,0
livingroom_CO2,560.96
global_voltage,237.365387
global_frequency,49.97966
livingroom_presence_couch,OFF
global_voltage,237.070084
walkway_switch1_top_right,ON
global_waterheater_current,0
global_frequency,49.9878654
office_desk_plug_consumption,0
livingroom_presence_table,OFF
office_tv_plug_consumption,0
livingroom_heater1_temperature,19.3
staircase_switch_left,OFF
walkway_noise,0.341931
global_power_factor,1.35774899
livingroom_tv_plug_consumption,11
livingroom_presence_table,ON
global_lighting_power,45
walkway_light,0
walkway_noise,0.716989
livingroom_presence_table,OFF
global_gas_total,189310
office_desk_plug_consumption,0
livingroom_couch_plug_consumption,0
global_lighting_power,17
global_current,1.26836252
kitchen_hood_total_energy,468
global_active_energy,2950.843
livingroom_tv_plug_consumption,11
office_tv_plug_consumption,0
kitchen_cooktop_current,0
livingroom_couch_plug_consumption,0
kitchen_temperature,20.5
bathroom_temperature,20.94
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,0
walkway_light,100
global_active_energy,2950.843
livingroom_table_plug_consumption,0
livingroom_tv_plug_consumption,11
walkway_switch1_top_right,OFF
staircase_switch_left,ON
kitchen_presence,OFF
livingroom_couch_plug_consumption,0
label,STOP:Staircase|Going_up
label,START:Bathroom|Showering
kitchen_oven_total_energy,11701
office_tv_plug_consumption,0
global_current,1.42992485
office_tv_plug_consumption,0
bathroom_shower_hotwater_total,1396
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
bathroom_shower_hotwater_total,1387
global_active_power,0.296450734
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
livingroom_heater2_temperature,19.5
livingroom_table_plug_consumption,0
livingroom_couch_noise,0.710299
global_active_power,0.189039528
kitchen_washingmachine_total_energy,3942
bedroom_heater1_effective_mode,1
global_current,5.62526083
bedroom_heater1_effective_mode,1
global_power_factor,1.03811407
livingroom_tv_plug_consumption,0
walkway_noise,0.125994
global_frequency,50.0057755
global_active_energy,2935.821
livingroom_tv_plug_consumption,0
global_current,1.54739368
global_voltage,240.370926
global_waterheater_power,120
office_heater_temperature,20
office_tv_status,OFF
global_waterheater_total_energy,179675
walkway_noise,0.587242
kitchen_cooktop_voltage,239.57
global_voltage,236.502121
global_voltage,239.837631
bathroom_CO2,320
global_power_factor,1.44127703
bathroom_shower_hotwater_instantaneous,0.11698387
global_power_factor,1.20489502
livingroom_table_noise,0.337695
bathroom_switch_top_left,OFF
global_active_power,1.29217494
global_frequency,49.9739342
global_active_energy,2935.821
bathroom_shower_hotwater_instantaneous,0.13596849
office_desk_plug_consumption,0
bathroom_humidity,50
global_waterheater_power,139
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
global_current,5.38216019
livingroom_table_plug_consumption,0
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_table_noise,0.737491
global_gas_total,189004
office_desk_plug_consumption,0
office_tv_plug_consumption,0
global_power_factor,1.02905798
livingroom_temperature,20.25
bedroom_heater1_effective_setpoint,19
livingroom_tv_plug_consumption,1
global_gas_total,188980
livingroom_heater2_effective_setpoint,19
global_voltage,236.665634
office_desk_plug_consumption,0
livingroom_tv_status,OFF
entrance_heater_effective_setpoint,19
bathroom_shower_hotwater_total,1377
livingroom_couch_plug_consumption,0
livingroom_heater1_temperature,19.3
global_voltage,237.05162
global_active_power,1.21659005
office_tv_status,OFF
livingroom_tv_plug_consumption,0
bathroom_shower_hotwater_total,1397
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,0
office_tv_plug_consumption,0
office_tv_status,OFF
livingroom_tv_plug_consumption,0
bathroom_humidity,62
livingroom_couch_plug_consumption,0
global_shutters_power,0
bathroom_CO2,386.88
livingroom_table_noise,0.2429
livingroom_table_plug_consumption,0
entrance_heater_command,0
global_active_energy,2935.821
livingroom_tv_plug_consumption,1
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
global_active_power,1.17344832
office_desk_plug_consumption,0
global_voltage,236.313751
global_voltage,240.422104
office_desk_plug_consumption,0
bathroom_shower_hotwater_total,1364
office_desk_plug_consumption,0
office_desk_plug_consumption,0
livingroom_table_plug_consumption,0
bathroom_switch_top_left,ON
bathroom_shower_coldwater_total,299
global_frequency,49.9903755
global_current,4.54008627
office_tv_plug_consumption,0
bedroom_heater2_effective_mode,1
bathroom_heater_effective_setpoint,19
livingroom_tv_plug_consumption,0
bedroom_noise,1.6687
livingroom_couch_plug_consumption,0
livingroom_tv_status,OFF
office_tv_plug_consumption,0
bathroom_light2,100
bathroom_shower_hotwater_total,1354
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
kitchen_washingmachine_total_energy,3942
global_active_energy,2935.821
global_power_factor,1.201684
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
global_lighting_partial_energy,221785
office_tv_plug_consumption,0
global_coldwater_instantaneous,0.16595761
office_tv_plug_consumption,0
kitchen_fridge_power,0
livingroom_tv_plug_consumption,0
livingroom_humidity,31
global_heaters_temperature,19.8
bathroom_luminosity,228
bathroom_humidity,37
global_active_energy,2935.821
office_desk_plug_consumption,0
global_active_power,1.28493822
office_desk_plug_consumption,0
kitchen_dishwasher_total_energy,19349
livingroom_heater1_effective_mode,1
global_active_power,1.12997556
global_gas_total,189004
livingroom_couch_plug_consumption,0
bathroom_shower_coldwater_instantaneous,0.047669202
bathroom_door,CLOSED
global_current,1.43082082
global_lighting_partial_energy,221779
global_power_factor,1.20271301
bedroom_heater1_temperature,19.7
livingroom_table_plug_consumption,0
global_active_energy,2935.821
livingroom_table_noise,0.239755
office_desk_plug_consumption,0
bathroom_shower_hotwater_total,1355
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
global_power_factor,1.03059101
entrance_heater_effective_mode,1
global_coldwater_total,8368
global_gas_total,189004
bathroom_humidity,36
global_active_power,0.193489015
bedroom_heater1_temperature,19.3
global_gas_total,189004
global_active_power,0.215719938
global_frequency,50.0207024
kitchen_dishwasher_partial_energy,19349
global_coldwater_instantaneous,0.15105751
entrance_heater_temperature,19.5
bathroom_shower_hotwater_total,1365
global_coldwater_instantaneous,0.1614211
bathroom_presence,ON
kitchen_dishwasher_total_energy,19349
bathroom_shower_hotwater_total,1361
global_current,3.04536629
livingroom_table_noise,0.402661
office_tv_plug_consumption,0
office_heater_effective_setpoint,19
kitchen_hood_partial_energy,453
global_coldwater_instantaneous,0.1344996
global_frequency,49.9892387
kitchen_fridge_power,0
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
kitchen_fridge_current,0
global_lighting_partial_energy,221791
livingroom_table_noise,0.710267
kitchen_dishwasher_total_energy,19349
livingroom_table_plug_consumption,0
global_coldwater_total,8331
bathroom_humidity,67
kitchen_cooktop_current,0
global_lighting_voltage,240.94
livingroom_tv_plug_consumption,0
bathroom_shower_hotwater_instantaneous,0.13188866
office_tv_plug_consumption,0
kitchen_dishwasher_power,0
office_desk_plug_consumption,0
bedroom_heater1_effective_mode,1
office_desk_plug_consumption,0
global_active_power,1.05201769
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
bathroom_shower_hotwater_total,1367
livingroom_table_noise,0.612744
livingroom_table_noise,0.282521
office_desk_plug_consumption,0
kitchen_cooktop_power,0
global_gas_total,188983
livingroom_heater2_temperature,19.3
global_waterheater_power,122
global_coldwater_instantaneous,0.13565272
kitchen_hood_partial_energy,453
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
office_tv_status,OFF
livingroom_table_plug_consumption,0
livingroom_table_plug_consumption,0
global_shutters_current,0
office_desk_plug_consumption,0
livingroom_CO2,560.96
global_waterheater_power,120
livingroom_tv_plug_consumption,1
kitchen_oven_power,0
global_heaters_temperature,19.9
bedroom_heater2_temperature,19.2
global_active_energy,2935.821
office_desk_plug_consumption,0
kitchen_dishwasher_partial_energy,19349
livingroom_tv_plug_consumption,1
global_lighting_current,0.45
bathroom_shower_coldwater_total,297
global_coldwater_total,8366
office_desk_plug_consumption,0
kitchen_temperature,20.56
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
global_waterheater_power,0
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
office_heater_command,0
livingroom_heater2_effective_setpoint,19
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,0
global_active_power,1.08929324
livingroom_table_noise,2.02796
global_waterheater_power,139
global_voltage,236.737411
bathroom_shower_hotwater_instantaneous,0.12989052
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
office_heater_effective_mode,1
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
global_active_power,1.0858171
global_frequency,50.0077019
global_active_energy,2935.821
bathroom_heater_temperature,19.5
global_voltage,236.40567
office_tv_plug_consumption,0
global_waterheater_voltage,240.2
office_desk_plug_consumption,0
global_power_factor,1.05111003
bedroom_heater1_effective_setpoint,19
bedroom_heater1_command,0
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,0
bathroom_temperature,20.34
livingroom_tv_plug_consumption,0
global_shutters_current,0
global_frequency,50.0173569
bathroom_shower_hotwater_instantaneous,0.12323569
global_current,1.82152486
global_active_energy,2935.821
bedroom_heater2_temperature,19.6
global_coldwater_total,8335
global_shutters_power,0
global_coldwater_instantaneous,0.15737125
global_power_factor,1.36257505
livingroom_tv_plug_consumption,1
office_tv_plug_consumption,0
office_tv_plug_consumption,0
kitchen_hood_total_energy,453
office_tv_plug_consumption,0
global_gas_total,189004
kitchen_washingmachine_partial_energy,3942
livingroom_tv_plug_consumption,0
global_active_energy,2935.821
office_tv_plug_consumption,0
global_voltage,236.307068
global_waterheater_power,125
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
global_active_energy,2935.821
kitchen_washingmachine_current,0
bathroom_humidity,35
global_voltage,236.354279
global_current,1.44656301
global_gas_total,188980
office_desk_plug_consumption,0
office_tv_plug_consumption,0
global_coldwater_total,8374
bedroom_heater1_temperature,19.7
entrance_heater_command,0
office_desk_plug_consumption,0
global_waterheater_power,120
kitchen_cooktop_partial_energy,21517
office_heater_effective_setpoint,19
global_voltage,236.570648
global_current,5.12606859
livingroom_couch_plug_consumption,0
global_active_power,1.32384694
livingroom_tv_plug_consumption,0
livingroom_tv_plug_consumption,1
global_coldwater_instantaneous,0.13326447
livingroom_table_plug_consumption,0
global_active_power,0.222294167
livingroom_couch_plug_consumption,0
global_power_factor,1.02868295
office_tv_plug_consumption,0
livingroom_tv_plug_consumption,0
global_gas_total,188998
global_frequency,49.9891663
global_power_factor,1.195014
livingroom_couch_plug_consumption,0
kitchen_CO2,249.92
global_active_energy,2935.821
global_power_factor,1.03516197
global_lighting_voltage,236.28
kitchen_hood_current,0
bedroom_temperature,21.36
bathroom_shower_coldwater_instantaneous,0.035912458
bathroom_shower_hotwater_total,1369
livingroom_tv_status,OFF
bathroom_shower_door,OPEN
livingroom_couch_plug_consumption,0
global_gas_total,189001
livingroom_tv_plug_consumption,1
livingroom_table_plug_consumption,0
global_waterheater_power,139
global_power_factor,1.033023
livingroom_tv_plug_consumption,0
global_current,1.44326782
global_active_power,0.34881106
bathroom_shower_hotwater_instantaneous,0.13416532
livingroom_table_noise,0.266751
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
global_frequency,49.9795151
bathroom_shower_hotwater_instantaneous,0.13329211
global_current,1.55437887
livingroom_couch_plug_consumption,0
bathroom_shower_hotwater_total,1349
global_active_power,1.29352236
bathroom_temperature,20.56
global_voltage,236.615372
global_frequency,50.0088043
global_voltage,236.688095
livingroom_table_plug_consumption,0
global_coldwater_total,8349
livingroom_tv_plug_consumption,0
livingroom_table_noise,1.84202
global_coldwater_total,8348
bedroom_heater2_temperature,19.6
global_active_energy,2935.821
global_power_factor,1.43887901
global_gas_total,189004
livingroom_tv_plug_consumption,1
global_frequency,49.9922791
livingroom_table_plug_consumption,0
kitchen_hood_power,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
bedroom_heater1_temperature,19.5
global_voltage,240.173874
livingroom_tv_plug_consumption,0
kitchen_oven_voltage,236.6
office_desk_plug_consumption,0
global_coldwater_instantaneous,0.1503823
global_current,1.44687116
global_coldwater_instantaneous,0.13519211
livingroom_table_plug_consumption,0
walkway_noise,0.813865
office_tv_plug_consumption,0
office_desk_plug_consumption,0
global_current,1.58594394
global_frequency,49.987339
global_current,5.601789
kitchen_fridge_total_energy,119412
global_coldwater_total,8343
office_desk_plug_consumption,0
global_active_energy,2935.821
livingroom_table_plug_consumption,0
livingroom_table_noise,0.117863
entrance_heater_temperature,19.3
kitchen_oven_current,0
walkway_noise,0.146894
office_tv_plug_consumption,0
global_power_factor,1.43369102
global_active_power,0.298216075
global_active_energy,2935.821
global_active_power,0.188304231
global_coldwater_total,8377
walkway_noise,0.143764
global_power_factor,1.02833295
livingroom_couch_plug_consumption,0
global_frequency,50.013382
kitchen_fridge_voltage,237.05
global_coldwater_total,8376
office_tv_plug_consumption,0
kitchen_cooktop_partial_energy,21517
office_desk_plug_consumption,0
livingroom_tv_plug_consumption,1
kitchen_cooktop_current,0
livingroom_couch_plug_consumption,0
kitchen_washingmachine_current,0
livingroom_tv_plug_consumption,1
kitchen_oven_voltage,239.46
global_current,1.57401431
office_heater_temperature,20.2
global_voltage,239.641022
livingroom_heater1_command,0
livingroom_tv_plug_consumption,0
livingroom_table_plug_consumption,0
bathroom_shower_hotwater_instantaneous,0.12699594
bathroom_light1,100
global_power_factor,1.03125906
office_desk_plug_consumption,0
livingroom_table_plug_consumption,0
global_coldwater_instantaneous,0.124583684
bathroom_shower_hotwater_instantaneous,0.13209973
global_active_energy,2935.821
livingroom_table_noise,0.117192
global_power_factor,1.05042601
office_desk_plug_consumption,0
global_waterheater_partial_energy,179180
livingroom_tv_plug_consumption,0
global_frequency,50.0017738
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
global_coldwater_total,8324
livingroom_tv_status,OFF
office_desk_plug_consumption,0
global_waterheater_power,139
livingroom_table_plug_consumption,0
bathroom_shower_hotwater_instantaneous,0.12345065
office_desk_plug_consumption,0
entrance_heater_effective_setpoint,19
bathroom_humidity,69
bathroom_shower_hotwater_total,1393
office_desk_plug_consumption,0
global_frequency,49.9884567
kitchen_cooktop_voltage,235.92
global_frequency,49.9808388
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
global_current,1.82178903
global_active_power,1.29702699
global_lighting_current,0.45
bathroom_shower_coldwater_instantaneous,0.041976567
global_gas_total,189004
global_current,1.56189144
livingroom_table_noise,0.773393
global_frequency,49.9943619
office_tv_plug_consumption,0
bedroom_heater2_effective_mode,1
global_active_energy,2935.821
bathroom_humidity,40
livingroom_couch_plug_consumption,0
bathroom_heater_temperature,19.5
office_desk_plug_consumption,0
bathroom_shower_hotwater_total,1376
bathroom_heater_effective_mode,1
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,1
livingroom_couch_plug_consumption,0
livingroom_couch_plug_consumption,0
walkway_noise,0.434179
global_gas_total,188980
bathroom_shower_hotwater_total,1368
kitchen_hood_current,0
bathroom_shower_hotwater_instantaneous,0.12322967
global_active_energy,2935.821
livingroom_table_plug_consumption,0
livingroom_heater2_temperature,19.7
livingroom_couch_plug_consumption,0
office_tv_status,OFF
global_power_factor,1.04116893
bathroom_shower_coldwater_instantaneous,0
livingroom_couch_noise,0.321836
livingroom_couch_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,0
livingroom_couch_plug_consumption,0
livingroom_heater2_effective_mode,1
global_lighting_power,89
office_heater_effective_mode,1
bathroom_shower_hotwater_instantaneous,0.12225862
global_frequency,49.9982796
livingroom_tv_plug_consumption,1
office_tv_plug_consumption,0
global_gas_total,188995
livingroom_tv_plug_consumption,0
global_coldwater_instantaneous,0
kitchen_hood_partial_energy,453
bathroom_shower_coldwater_total,302
livingroom_tv_plug_consumption,1
kitchen_hood_voltage,236.11
office_tv_plug_consumption,0
livingroom_table_noise,0.714649
kitchen_dishwasher_partial_energy,19349
bathroom_shower_hotwater_instantaneous,0.1193908
bathroom_shower_hotwater_instantaneous,0.13378352
global_coldwater_instantaneous,0.12795402
livingroom_tv_plug_consumption,0
kitchen_fridge_power,0
bathroom_shower_hotwater_instantaneous,0.13510571
global_frequency,49.9889755
office_desk_plug_consumption,0
office_tv_plug_consumption,0
bathroom_shower_hotwater_total,1352
bathroom_luminosity,233.92
global_waterheater_total_energy,179666
livingroom_couch_noise,0.132715
livingroom_heater1_effective_setpoint,19
bathroom_luminosity,228.96
global_voltage,235.617142
bathroom_shower_coldwater_total,298
bathroom_shower_hotwater_instantaneous,0.1315329
global_coldwater_instantaneous,0.14622566
kitchen_washingmachine_voltage,236.47
global_active_power,0.352371395
kitchen_washingmachine_partial_energy,3942
livingroom_couch_plug_consumption,0
livingroom_tv_plug_consumption,0
global_voltage,236.281967
livingroom_tv_status,OFF
bathroom_shower_hotwater_instantaneous,0.13290179
livingroom_tv_plug_consumption,0
office_desk_plug_consumption,0
livingroom_tv_plug_consumption,0
bathroom_humidity,64
bathroom_shower_door,CLOSED
global_waterheater_partial_energy,179175
global_coldwater_instantaneous,0.12897183
bedroom_heater2_temperature,19.2
bathroom_shower_hotwater_instantaneous,0.117305495
livingroom_couch_plug_consumption,0
global_active_power,0.195210248
global_active_energy,2935.821
kitchen_oven_total_energy,11701
global_active_power,0.381725013
office_tv_plug_consumption,0
global_voltage,236.255371
livingroom_couch_plug_consumption,0
global_frequency,50.006237
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
global_voltage,236.902359
bathroom_temperature,20.78
livingroom_tv_plug_consumption,1
kitchen_hood_current,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,0
global_frequency,49.982811
global_lighting_total_energy,224170
livingroom_table_plug_consumption,0
bathroom_shower_door,CLOSED
global_active_power,0.297474176
global_gas_total,188980
bedroom_heater2_command,0
global_lighting_power,91
global_active_power,1.2321552
global_power_factor,1.05378902
livingroom_tv_plug_consumption,0
office_tv_plug_consumption,0
office_tv_status,OFF
bathroom_heater_command,0
livingroom_tv_plug_consumption,0
global_power_factor,1.03881502
global_gas_total,188995
bathroom_shower_hotwater_instantaneous,0.12055081
office_heater_effective_mode,1
livingroom_tv_plug_consumption,0
global_gas_total,188987
office_desk_plug_consumption,0
kitchen_oven_current,0
bathroom_shower_hotwater_instantaneous,0.016213283
kitchen_CO2,260
bedroom_heater1_temperature,19.5
global_voltage,236.607574
livingroom_tv_status,OFF
bedroom_heater1_temperature,19.3
bathroom_shower_hotwater_instantaneous,0
global_active_power,0.193967819
global_coldwater_total,8369
livingroom_couch_plug_consumption,0
global_power_factor,1.02899098
global_waterheater_partial_energy,179190
kitchen_hood_power,0
bathroom_shower_hotwater_total,1395
office_desk_plug_consumption,0
global_active_energy,2935.821
livingroom_table_plug_consumption,0
global_voltage,236.228378
global_current,5.68359089
kitchen_temperature,20.6
global_voltage,236.594696
global_frequency,49.9741974
livingroom_tv_plug_consumption,0
livingroom_table_noise,1.95862
office_desk_plug_consumption,0
livingroom_table_noise,0.594615
livingroom_table_plug_consumption,0
bathroom_shower_hotwater_instantaneous,0.13456698
livingroom_heater2_command,0
livingroom_table_plug_consumption,0
entrance_heater_temperature,19.3
livingroom_heater1_temperature,19.3
global_active_energy,2935.821
livingroom_table_plug_consumption,0
office_tv_plug_consumption,0
global_coldwater_instantaneous,0.13680066
global_current,1.60222197
office_desk_plug_consumption,0
livingroom_table_plug_consumption,0
global_active_energy,2935.821
bathroom_shower_door,OPEN
office_heater_command,0
global_shutters_total_energy,3607
global_coldwater_instantaneous,0.13531047
livingroom_heater1_temperature,19.3
global_coldwater_total,8372
bathroom_shower_hotwater_total,1348
livingroom_CO2,561.92
bathroom_humidity,40
bathroom_shower_hotwater_total,1374
global_coldwater_instantaneous,0.17167166
office_tv_plug_consumption,0
global_frequency,49.9800262
kitchen_washingmachine_total_energy,3942
livingroom_tv_status,OFF
livingroom_tv_plug_consumption,0
kitchen_fridge_partial_energy,119309
livingroom_table_plug_consumption,0
global_current,1.82224989
office_desk_plug_consumption,0
kitchen_hood_total_energy,453
livingroom_couch_plug_consumption,0
kitchen_dishwasher_current,0
bathroom_shower_hotwater_instantaneous,0.13039032
global_current,5.47331238
global_active_power,1.09508455
global_coldwater_instantaneous,0.12544551
global_coldwater_instantaneous,0.13215141
livingroom_tv_status,OFF
global_active_energy,2935.821
livingroom_temperature,20.21
livingroom_table_noise,0.259682
kitchen_fridge_current,0
livingroom_couch_plug_consumption,0
bathroom_luminosity,236
global_coldwater_total,8356
livingroom_table_plug_consumption,0
livingroom_couch_plug_consumption,0
office_tv_plug_consumption,0
global_gas_total,188992
bathroom_heater_command,0
global_coldwater_instantaneous,0.13314858
livingroom_tv_plug_consumption,0
livingroom_couch_plug_consumption,0
office_desk_plug_consumption,0
global_active_energy,2935.821
global_active_power,1.24170983
bathroom_luminosity,244.96
walkway_noise,0.178403
global_frequency,49.9819565
livingroom_table_plug_consumption,0
office_desk_plug_consumption,0
global_frequency,50.0120392
kitchen_hood_power,0
entrance_heater_temperature,19.5
kitchen_washingmachine_power,0
global_current,5.07487202
bedroom_noise,0.746741
livingroom_couch_plug_consumption,0
global_coldwater_total,8361
bathroom_shower_hotwater_total,1360
global_waterheater_power,124
livingroom_table_plug_consumption,0
global_current,5.36840391
office_tv_plug_consumption,0
office_tv_plug_consumption,0
global_current,4.82998085
livingroom_couch_plug_consumption,0
livingroom_humidity,33
livingroom_couch_plug_consumption,0
global_coldwater_total,8351
office_desk_plug_consumption,0
livingroom_table_plug_consumption,0
office_desk_plug_consumption,0
global_coldwater_total,8371
office_tv_plug_consumption,0
bathroom_presence,OFF
global_active_energy,2935.821
livingroom_heater2_effective_mode,1
global_current,1.44906414
bathroom_heater_effective_mode,1
global_waterheater_power,120
kitchen_humidity,33
livingroom_heater1_effective_setpoint,19
livingroom_table_plug_consumption,0
global_gas_total,188980
global_coldwater_instantaneous,0
global_lighting_partial_energy,221777
bedroom_humidity,29
bathroom_luminosity,233.92
global_active_power,1.29134595
global_power_factor,1.04951906
bedroom_temperature,21.4
global_waterheater_partial_energy,179184
global_voltage,235.746735
office_tv_plug_consumption,0
livingroom_table_plug_consumption,0
global_active_energy,2935.821
livingroom_couch_plug_consumption,0
global_waterheater_power,131
entrance_heater_effective_mode,1
global_coldwater_instantaneous,0.13649352
kitchen_dishwasher_power,0
office_desk_plug_consumption,0
livingroom_heater2_command,0
bathroom_shower_hotwater_instantaneous,0.11548967
global_active_energy,2935.821
office_tv_status,OFF
livingroom_couch_noise,0.420084
global_voltage,239.457138
bathroom_shower_hotwater_total,1379
global_current,4.6191287
kitchen_oven_voltage,236.41
office_desk_plug_consumption,0
global_power_factor,1.04083705
bathroom_luminosity,221.92
global_coldwater_instantaneous,0.122343525
bathroom_switch_bottom_left,OFF
kitchen_fridge_total_energy,119412
livingroom_couch_plug_consumption,0
global_coldwater_total,8355
bathroom_humidity,33
