ItemName,Value,IsReal
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_waterheater_current,0,True
office_tv_status,OFF,True
livingroom_table_noise,0.139939,True
livingroom_tv_status,OFF,True
livingroom_presence_table,OFF,True
global_coldwater_instantaneous,0.047622994,True
global_coldwater_total,8211,True
bedroom_heater1_temperature,19.7,True
livingroom_temperature,20.03,True
kitchen_presence,OFF,True
global_active_energy,2919.929,True
global_frequency,50.0540237,True
global_voltage,239.456833,True
global_power_factor,1.47200108,True
global_gas_total,188663,True
global_current,1.40272534,True
global_active_power,0.17735073,True
kitchen_CO2,225.92,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
bathroom_humidity,28,True
kitchen_oven_power,0,True
kitchen_fridge_power,0,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
kitchen_presence,ON,True
livingroom_presence_table,ON,True
global_active_energy,2919.929,True
global_coldwater_total,8212,True
global_frequency,50.058506,True
global_voltage,239.452286,True
livingroom_couch_plug_consumption,0,True
global_power_factor,1.46106303,True
office_desk_plug_consumption,0,True
global_gas_total,188663,True
global_current,1.41097927,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
global_active_power,0.182086438,True
livingroom_table_plug_consumption,0,True
global_coldwater_instantaneous,0.046181124,True
livingroom_couch_noise,0.557619,True
livingroom_table_noise,0.738419,True
livingroom_couch_noise,0.266794,True
livingroom_table_noise,0.367717,True
bathroom_temperature,20.32,True
livingroom_couch_noise,0.127012,True
livingroom_table_noise,0.140816,True
livingroom_couch_noise,0.302943,True
livingroom_table_noise,0.331434,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.125997,True
livingroom_table_noise,0.112602,True
livingroom_presence_couch,ON,True
staircase_switch_right,ON,True
entrance_light1,0,True
global_coldwater_instantaneous,0,True
staircase_switch_right,OFF,True
staircase_light,0,True
kitchen_luminosity,4,True
label,STOP:Entrance|Entering,True
label,START:Staircase|Going_up,True
staircase_light,0,True
global_lighting_power,19,True
livingroom_presence_table,OFF,True
livingroom_presence_couch,OFF,True
livingroom_CO2,547.84,True
livingroom_couch_plug_consumption,0,True
global_power_factor,1.557019,True
office_desk_plug_consumption,0,True
global_current,1.30567086,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0690231,True
global_voltage,239.201981,True
global_gas_total,188663,True
global_active_power,0.138351291,True
staircase_switch_left,ON,True
staircase_switch_left,OFF,True
walkway_light,100,True
walkway_light,100,True
livingroom_presence_table,ON,True
global_lighting_power,45,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
kitchen_presence,OFF,True
office_heater_command,0,True
livingroom_presence_table,OFF,True
office_heater_temperature,20,True
office_tv_status,OFF,True
office_heater_effective_setpoint,19,True
office_heater_effective_mode,1,True
livingroom_tv_status,OFF,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0751076,True
global_voltage,239.138687,True
global_power_factor,1.49385905,True
label,STOP:Staircase|Going_up,True
label,START:Bathroom|Showering,True
global_gas_total,188663,True
global_current,1.37504232,True
global_active_power,0.166432127,True
kitchen_hood_partial_energy,432,True
kitchen_fridge_current,0,True
kitchen_hood_total_energy,432,True
kitchen_humidity,28,True
kitchen_cooktop_voltage,239.8,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
walkway_switch2_bottom_left,ON,True
bedroom_humidity,24,True
walkway_switch2_bottom_left,OFF,True
walkway_switch2_bottom_left,OFF,True
walkway_switch2_bottom_right,ON,True
walkway_switch2_bottom_right,OFF,True
livingroom_couch_plug_consumption,0,True
walkway_switch2_top_right,ON,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0768356,True
global_voltage,239.251617,True
global_power_factor,1.50699198,True
walkway_switch2_top_right,OFF,True
global_gas_total,188663,True
global_current,1.35137999,True
walkway_light,0,True
global_active_power,0.159399226,True
bathroom_door,OPEN,True
office_noise,0.251734,True
global_lighting_power,19,True
bathroom_presence,ON,True
walkway_noise,2.38826,True
office_noise,0.0768011,True
bathroom_switch_bottom_left,ON,True
bathroom_switch_top_left,ON,True
walkway_noise,0.249518,True
bathroom_switch_bottom_left,OFF,True
bathroom_light2,100,True
bathroom_light1,100,True
bathroom_switch_top_left,OFF,True
bathroom_light2,100,True
bathroom_light1,100,True
bathroom_luminosity,236,True
global_lighting_power,43,True
kitchen_oven_voltage,239.87,True
bathroom_luminosity,260,True
bathroom_door,CLOSED,True
bathroom_luminosity,248,True
office_noise,0.17677,True
livingroom_couch_noise,0.301436,True
livingroom_couch_plug_consumption,0,True
livingroom_table_noise,0.228012,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
walkway_noise,1.70599,True
livingroom_table_plug_consumption,0,True
global_lighting_power,63,True
livingroom_couch_noise,0.13548,True
office_noise,0.0801776,True
livingroom_table_noise,0.112086,True
walkway_noise,0.175584,True
bathroom_luminosity,233.92,True
kitchen_hood_power,0,True
bathroom_luminosity,220.96,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0700874,True
global_voltage,239.270065,True
global_power_factor,1.48312402,True
global_gas_total,188663,True
global_current,1.39027131,True
global_active_power,0.171938926,True
office_heater_temperature,19.8,True
kitchen_hood_current,0,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
kitchen_cooktop_power,0,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0504913,True
global_voltage,239.075974,True
global_power_factor,1.49158001,True
global_gas_total,188663,True
global_current,1.38627422,True
global_active_power,0.168502986,True
kitchen_washingmachine_current,0,True
kitchen_washingmachine_total_energy,3942,True
kitchen_washingmachine_partial_energy,3942,True
kitchen_cooktop_total_energy,21113,True
kitchen_cooktop_partial_energy,21113,True
kitchen_dishwasher_current,0,True
global_shutters_voltage,239.39,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
kitchen_cooktop_current,0,True
bathroom_luminosity,232,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0625305,True
global_voltage,239.283325,True
global_power_factor,1.48737907,True
global_gas_total,188663,True
global_current,1.38582277,True
global_active_power,0.170429975,True
global_waterheater_total_energy,179071,True
global_waterheater_partial_energy,178580,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
bedroom_CO2,492.8,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
bathroom_shower_door,OPEN,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0628624,True
global_voltage,239.195099,True
global_power_factor,1.48087299,True
global_gas_total,188663,True
global_current,1.39590502,True
global_active_power,0.173333183,True
bathroom_shower_door,CLOSED,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
global_waterheater_power,30,True
livingroom_couch_noise,0.290392,True
global_waterheater_power,123,True
global_coldwater_instantaneous,0.005971527,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0592422,True
global_voltage,238.994064,True
global_power_factor,1.21979499,True
global_gas_total,188663,True
global_current,1.50728512,True
global_active_power,0.281055003,True
global_waterheater_power,143,True
livingroom_humidity,29,True
kitchen_dishwasher_partial_energy,19349,True
kitchen_oven_current,0,True
kitchen_dishwasher_total_energy,19349,True
kitchen_oven_total_energy,11701,True
kitchen_oven_partial_energy,11688,True
kitchen_washingmachine_voltage,239.15,True
bathroom_shower_hotwater_total,1291,True
global_coldwater_instantaneous,0.152376,True
global_coldwater_total,8214,True
livingroom_couch_plug_consumption,0,True
bathroom_shower_hotwater_instantaneous,0.122493535,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
kitchen_fridge_voltage,239.92,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
kitchen_hood_voltage,238.93,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0493469,True
global_voltage,239.166931,True
global_power_factor,1.22345698,True
global_waterheater_voltage,239.1,True
global_gas_total,188664,True
global_current,1.50851154,True
bathroom_shower_hotwater_total,1292,True
global_active_power,0.280165732,True
global_coldwater_instantaneous,0.13761534,True
global_coldwater_total,8216,True
bathroom_shower_hotwater_instantaneous,0.121968284,True
global_lighting_current,0.36,True
bedroom_temperature,21.66,True
kitchen_temperature,20.36,True
global_lighting_voltage,239.56,True
global_shutters_total_energy,3597,True
global_shutters_partial_energy,3597,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
bathroom_shower_hotwater_total,1294,True
global_coldwater_total,8218,True
bathroom_shower_hotwater_instantaneous,0.13598487,True
global_coldwater_instantaneous,0.13775128,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_active_energy,2919.929,True
global_frequency,50.0446892,True
global_voltage,239.26268,True
global_power_factor,1.22314,True
global_gas_total,188666,True
global_current,1.50615013,True
global_active_power,0.27995351,True
bedroom_heater2_effective_setpoint,19,True
bedroom_heater2_effective_mode,1,True
bedroom_heater2_command,0,True
bedroom_heater2_temperature,20.6,True
bedroom_heater1_temperature,19.7,True
bedroom_heater1_effective_setpoint,19,True
bedroom_heater1_effective_mode,1,True
bathroom_shower_coldwater_total,292,True
bedroom_heater1_command,0,True
global_coldwater_total,8219,True
bathroom_shower_hotwater_instantaneous,0.12950447,True
bathroom_shower_hotwater_total,1296,True
global_coldwater_instantaneous,0.13637367,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
global_lighting_partial_energy,221080,True
livingroom_heater2_temperature,19.9,True
livingroom_heater2_effective_mode,1,True
livingroom_heater2_effective_setpoint,19,True
livingroom_heater2_command,0,True
global_shutters_power,0,True
kitchen_washingmachine_power,0,True
kitchen_dishwasher_power,0,True
global_coldwater_total,8221,True
bathroom_shower_hotwater_instantaneous,0.11849237,True
bathroom_shower_hotwater_total,1297,True
global_coldwater_instantaneous,0.14236434,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_voltage,239.211868,True
global_power_factor,1.22599697,True
global_gas_total,188667,True
global_current,1.50715864,True
global_active_power,0.279051483,True
global_active_energy,2919.929,True
global_frequency,50.0464783,True
kitchen_fridge_total_energy,119184,True
entrance_heater_temperature,19.7,True
entrance_heater_effective_mode,1,True
entrance_heater_effective_setpoint,19,True
kitchen_fridge_partial_energy,119082,True
entrance_heater_command,0,True
global_coldwater_total,8223,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
bathroom_shower_hotwater_total,1298,True
livingroom_table_plug_consumption,0,True
global_coldwater_instantaneous,0.1427756,True
bathroom_shower_hotwater_instantaneous,0.115388,True
kitchen_dishwasher_voltage,239.86,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_coldwater_total,8225,True
bathroom_shower_coldwater_total,293,True
bathroom_shower_coldwater_instantaneous,0.025169464,True
bathroom_shower_hotwater_total,1300,True
bathroom_heater_temperature,19.7,True
bathroom_heater_effective_mode,1,True
global_coldwater_instantaneous,0.14379182,True
bathroom_heater_command,0,True
bathroom_shower_hotwater_instantaneous,0.11642028,True
global_current,1.50245082,True
bathroom_heater_effective_setpoint,19,True
global_active_energy,2919.929,True
global_frequency,50.0407677,True
global_voltage,239.141205,True
global_power_factor,1.22456598,True
global_gas_total,188669,True
global_active_power,0.279186547,True
global_lighting_total_energy,223472,True
global_lighting_partial_energy,221080,True
bathroom_CO2,310.88,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
global_shutters_current,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_coldwater_instantaneous,0.14111912,True
global_coldwater_total,8226,True
bathroom_shower_hotwater_total,1301,True
bathroom_shower_hotwater_instantaneous,0.11685621,True
global_active_energy,2919.929,True
global_frequency,50.0328178,True
global_voltage,239.322739,True
global_power_factor,1.22410297,True
global_gas_total,188670,True
global_current,1.52815711,True
global_active_power,0.283763051,True
livingroom_heater1_temperature,19.7,True
livingroom_heater1_command,0,True
livingroom_heater1_effective_mode,1,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_heater1_effective_setpoint,19,True
livingroom_table_plug_consumption,0,True
global_waterheater_current,0.75,True
office_heater_temperature,19.6,True
global_coldwater_instantaneous,0.14257123,True
global_coldwater_total,8228,True
bathroom_shower_hotwater_total,1303,True
bathroom_shower_hotwater_instantaneous,0.11507032,True
global_heaters_temperature,19.7,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
livingroom_temperature,20.08,True
kitchen_oven_power,0,True
global_coldwater_instantaneous,0.14277808,True
global_active_energy,2919.929,True
global_coldwater_total,8230,True
global_frequency,50.0266418,True
global_voltage,238.867355,True
global_power_factor,1.27893901,True
bathroom_shower_coldwater_total,294,True
global_gas_total,188671,True
global_current,4.5562501,True
bathroom_shower_coldwater_instantaneous,0.027104085,True
bathroom_shower_hotwater_total,1304,True
global_active_power,0.791557968,True
kitchen_CO2,232.96,True
livingroom_couch_plug_consumption,0,True
bathroom_shower_hotwater_instantaneous,0.115120046,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
kitchen_fridge_power,0,True
bathroom_humidity,30,True
bathroom_humidity,34,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_coldwater_instantaneous,0.14239651,True
global_coldwater_total,8231,True
bathroom_shower_hotwater_total,1306,True
bathroom_shower_hotwater_instantaneous,0.114612296,True
global_active_energy,2919.929,True
global_frequency,50.0329781,True
global_voltage,238.881836,True
global_power_factor,1.03937197,True
global_gas_total,188673,True
global_current,4.53045321,True
global_active_power,1.03963232,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
global_coldwater_total,8233,True
bathroom_shower_hotwater_total,1307,True
bathroom_temperature,20.27,True
global_coldwater_instantaneous,0.14158252,True
bathroom_shower_hotwater_instantaneous,0.114108615,True
global_waterheater_partial_energy,178586,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
global_coldwater_total,8235,True
bathroom_shower_coldwater_total,295,True
global_coldwater_instantaneous,0.142163,True
bathroom_shower_hotwater_instantaneous,0.11414916,True
bathroom_shower_coldwater_instantaneous,0.028038543,True
bathroom_shower_hotwater_total,1308,True
office_noise,0.181464,True
global_active_energy,2919.929,True
global_frequency,50.037384,True
global_voltage,238.908264,True
global_power_factor,1.032058,True
global_gas_total,188674,True
global_current,5.04376459,True
global_active_power,1.16636753,True
livingroom_CO2,542.72,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,0,True
livingroom_table_plug_consumption,0,True
livingroom_couch_noise,0.12223,True
global_coldwater_total,8236,True
global_coldwater_instantaneous,0,True
bathroom_shower_hotwater_instantaneous,0,True
bathroom_shower_hotwater_total,1309,True
global_waterheater_power,0,True
bathroom_humidity,31,True
livingroom_couch_plug_consumption,0,True
office_desk_plug_consumption,0,True
office_tv_plug_consumption,0,True
livingroom_tv_plug_consumption,1,True
livingroom_table_plug_consumption,0,True
office_heater_command,0,True
office_heater_temperature,19.6,True
office_heater_effective_setpoint,19,True
office_heater_effective_mode,1,True
office_tv_status,OFF,True
livingroom_tv_status,OFF,True
kitchen_hood_partial_energy,432,True
kitchen_hood_total_energy,432,True
bathroom_shower_door,OPEN,True
kitchen_fridge_current,0,True
global_active_energy,2919.929,True
global_voltage,239.154373,True
global_power_factor,1.05123806,True
global_gas_total,188674,True
global_current,4.70345783,True
